100050 silly lifecycle connect@3.5.0~preinstall: no script for preinstall, continuing
108069 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
108070 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
108071 silly install lodash.template@2.4.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\lodash.template-bdcceddd
108072 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
108073 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
108074 silly install lodash.template@2.4.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\lodash.template-534b5422
108075 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
108076 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
108077 silly install lodash.template@2.4.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\lodash.template-a69f79d6
108078 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
108079 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
108080 silly install lodash.template@2.4.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\lodash.template-2426c95f
108081 info lifecycle lodash.template@2.4.1~install: lodash.template@2.4.1
108082 silly lifecycle lodash.template@2.4.1~install: no script for install, continuing
108083 silly install longest@1.0.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\longest-4433025b
108084 info lifecycle longest@1.0.1~install: longest@1.0.1
108085 silly lifecycle longest@1.0.1~install: no script for install, continuing
108086 silly install lowercase-keys@1.0.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\lowercase-keys-406c64c9
108087 info lifecycle lowercase-keys@1.0.0~install: lowercase-keys@1.0.0
108088 silly lifecycle lowercase-keys@1.0.0~install: no script for install, continuing
108089 silly install lpad@2.0.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\lpad-ef6307df
108090 info lifecycle lpad@2.0.1~install: lpad@2.0.1
108091 silly lifecycle lpad@2.0.1~install: no script for install, continuing
108092 silly install lru-cache@2.7.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\lru-cache-2f5c22e6
108093 info lifecycle lru-cache@2.7.3~install: lru-cache@2.7.3
108094 silly lifecycle lru-cache@2.7.3~install: no script for install, continuing
108095 silly install lru-queue@0.1.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\lru-queue-d25625d3
108096 info lifecycle lru-queue@0.1.0~install: lru-queue@0.1.0
108097 silly lifecycle lru-queue@0.1.0~install: no script for install, continuing
108098 silly install colors@0.6.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\colors-03b16715
108099 info lifecycle colors@0.6.2~install: colors@0.6.2
108100 silly lifecycle colors@0.6.2~install: no script for install, continuing
108101 silly install minimatch@2.0.10 E:\WebstormProject\book-forum-yo\node_modules\.staging\minimatch-267ed47f
108102 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
108103 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
108104 silly install inherits@2.0.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\inherits-afef60c1
108105 info lifecycle inherits@2.0.3~install: inherits@2.0.3
108106 silly lifecycle inherits@2.0.3~install: no script for install, continuing
108107 silly install map-cache@0.2.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\map-cache-7d00b26b
108108 info lifecycle map-cache@0.2.2~install: map-cache@0.2.2
108109 silly lifecycle map-cache@0.2.2~install: no script for install, continuing
108110 silly install map-obj@1.0.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\map-obj-99b64b8d
108111 info lifecycle map-obj@1.0.1~install: map-obj@1.0.1
108112 silly lifecycle map-obj@1.0.1~install: no script for install, continuing
108113 silly install camelcase-keys@2.1.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\camelcase-keys-00b960ef
108114 info lifecycle camelcase-keys@2.1.0~install: camelcase-keys@2.1.0
108115 silly lifecycle camelcase-keys@2.1.0~install: no script for install, continuing
108116 silly install map-stream@0.1.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\map-stream-1c3bb317
108117 info lifecycle map-stream@0.1.0~install: map-stream@0.1.0
108118 silly lifecycle map-stream@0.1.0~install: no script for install, continuing
108119 silly install object-assign@4.1.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\object-assign-1da2861c
108120 info lifecycle object-assign@4.1.0~install: object-assign@4.1.0
108121 silly lifecycle object-assign@4.1.0~install: no script for install, continuing
108122 silly install merge@1.2.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\merge-19717023
108123 info lifecycle merge@1.2.0~install: merge@1.2.0
108124 silly lifecycle merge@1.2.0~install: no script for install, continuing
108125 silly install mime@1.3.4 E:\WebstormProject\book-forum-yo\node_modules\.staging\mime-79aa69dc
108126 info lifecycle mime@1.3.4~install: mime@1.3.4
108127 silly lifecycle mime@1.3.4~install: no script for install, continuing
108128 silly install mime-db@1.23.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\mime-db-d817a0e8
108129 info lifecycle mime-db@1.23.0~install: mime-db@1.23.0
108130 silly lifecycle mime-db@1.23.0~install: no script for install, continuing
108131 silly install mime-types@2.1.11 E:\WebstormProject\book-forum-yo\node_modules\.staging\mime-types-90727617
108132 info lifecycle mime-types@2.1.11~install: mime-types@2.1.11
108133 silly lifecycle mime-types@2.1.11~install: no script for install, continuing
108134 silly install form-data@1.0.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\form-data-aac6e1ce
108135 info lifecycle form-data@1.0.1~install: form-data@1.0.1
108136 silly lifecycle form-data@1.0.1~install: no script for install, continuing
108137 silly install minijasminenode@1.1.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\minijasminenode-340b16ae
108138 info lifecycle minijasminenode@1.1.1~install: minijasminenode@1.1.1
108139 silly lifecycle minijasminenode@1.1.1~install: no script for install, continuing
108140 silly install minimatch@2.0.10 E:\WebstormProject\book-forum-yo\node_modules\.staging\minimatch-392079d7
108141 info lifecycle minimatch@2.0.10~install: minimatch@2.0.10
108142 silly lifecycle minimatch@2.0.10~install: no script for install, continuing
108143 silly install minimist@1.2.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\minimist-5894a39a
108144 info lifecycle minimist@1.2.0~install: minimist@1.2.0
108145 silly lifecycle minimist@1.2.0~install: no script for install, continuing
108146 silly install async@1.5.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\async-200b5591
108147 info lifecycle async@1.5.2~install: async@1.5.2
108148 silly lifecycle async@1.5.2~install: no script for install, continuing
108149 silly install entities@1.1.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\entities-c3239136
108150 info lifecycle entities@1.1.1~install: entities@1.1.1
108151 silly lifecycle entities@1.1.1~install: no script for install, continuing
108152 silly install inherits@2.0.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\inherits-36e058aa
108153 info lifecycle inherits@2.0.3~install: inherits@2.0.3
108154 silly lifecycle inherits@2.0.3~install: no script for install, continuing
108155 silly install minimist@0.0.8 E:\WebstormProject\book-forum-yo\node_modules\.staging\minimist-2af860ad
108156 info lifecycle minimist@0.0.8~install: minimist@0.0.8
108157 silly lifecycle minimist@0.0.8~install: no script for install, continuing
108158 silly install mkdirp@0.5.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\mkdirp-e8968e2e
108159 info lifecycle mkdirp@0.5.1~install: mkdirp@0.5.1
108160 silly lifecycle mkdirp@0.5.1~install: no script for install, continuing
108161 silly install commander@2.3.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\commander-cc583c24
108162 info lifecycle commander@2.3.0~install: commander@2.3.0
108163 silly lifecycle commander@2.3.0~install: no script for install, continuing
108164 silly install escape-string-regexp@1.0.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\escape-string-regexp-ffde4eab
108165 info lifecycle escape-string-regexp@1.0.2~install: escape-string-regexp@1.0.2
108166 silly lifecycle escape-string-regexp@1.0.2~install: no script for install, continuing
108167 silly install graceful-fs@2.0.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\graceful-fs-a4c61a8e
108168 info lifecycle graceful-fs@2.0.3~install: graceful-fs@2.0.3
108169 silly lifecycle graceful-fs@2.0.3~install: no script for install, continuing
108170 silly install inherits@2.0.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\inherits-87797e8e
108171 info lifecycle inherits@2.0.3~install: inherits@2.0.3
108172 silly lifecycle inherits@2.0.3~install: no script for install, continuing
108173 silly install commander@0.6.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\commander-2941a9f0
108174 info lifecycle commander@0.6.1~install: commander@0.6.1
108175 silly lifecycle commander@0.6.1~install: no script for install, continuing
108176 silly install mkdirp@0.3.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\mkdirp-17d1c690
108177 info lifecycle mkdirp@0.3.0~install: mkdirp@0.3.0
108178 silly lifecycle mkdirp@0.3.0~install: no script for install, continuing
108179 silly install jade@0.26.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\jade-26aad01c
108180 info lifecycle jade@0.26.3~install: jade@0.26.3
108181 silly lifecycle jade@0.26.3~install: no script for install, continuing
108182 silly install minimist@0.0.8 E:\WebstormProject\book-forum-yo\node_modules\.staging\minimist-57f4fe33
108183 info lifecycle minimist@0.0.8~install: minimist@0.0.8
108184 silly lifecycle minimist@0.0.8~install: no script for install, continuing
108185 silly install mkdirp@0.5.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\mkdirp-4f27a733
108186 info lifecycle mkdirp@0.5.0~install: mkdirp@0.5.0
108187 silly lifecycle mkdirp@0.5.0~install: no script for install, continuing
108188 silly install ms@0.6.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\ms-e529c275
108189 info lifecycle ms@0.6.2~install: ms@0.6.2
108190 silly lifecycle ms@0.6.2~install: no script for install, continuing
108191 silly install debug@2.0.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\debug-446b390f
108192 info lifecycle debug@2.0.0~install: debug@2.0.0
108193 silly lifecycle debug@2.0.0~install: no script for install, continuing
108194 silly install mout@0.9.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\mout-9cd59d0c
108195 info lifecycle mout@0.9.1~install: mout@0.9.1
108196 silly lifecycle mout@0.9.1~install: no script for install, continuing
108197 silly install ms@0.7.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\ms-9c48b572
108198 info lifecycle ms@0.7.1~install: ms@0.7.1
108199 silly lifecycle ms@0.7.1~install: no script for install, continuing
108200 silly install debug@2.2.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\debug-9cd51db2
108201 info lifecycle debug@2.2.0~install: debug@2.2.0
108202 silly lifecycle debug@2.2.0~install: no script for install, continuing
108203 silly install nan@1.3.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\nan-f18dced7
108204 info lifecycle nan@1.3.0~install: nan@1.3.0
108205 silly lifecycle nan@1.3.0~install: no script for install, continuing
108206 silly install natives@1.1.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\natives-2e0c2a89
108207 info lifecycle natives@1.1.0~install: natives@1.1.0
108208 silly lifecycle natives@1.1.0~install: no script for install, continuing
108209 silly install graceful-fs@3.0.11 E:\WebstormProject\book-forum-yo\node_modules\.staging\graceful-fs-16f35152
108210 info lifecycle graceful-fs@3.0.11~install: graceful-fs@3.0.11
108211 silly lifecycle graceful-fs@3.0.11~install: no script for install, continuing
108212 silly install negotiator@0.6.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\negotiator-2ad54e63
108213 info lifecycle negotiator@0.6.1~install: negotiator@0.6.1
108214 silly lifecycle negotiator@0.6.1~install: no script for install, continuing
108215 silly install accepts@1.3.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\accepts-a839acda
108216 info lifecycle accepts@1.3.3~install: accepts@1.3.3
108217 silly lifecycle accepts@1.3.3~install: no script for install, continuing
108218 silly install next-tick@0.2.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\next-tick-e9c482d5
108219 info lifecycle next-tick@0.2.2~install: next-tick@0.2.2
108220 silly lifecycle next-tick@0.2.2~install: no script for install, continuing
108221 silly install convert-source-map@0.4.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\convert-source-map-bd120eee
108222 info lifecycle convert-source-map@0.4.1~install: convert-source-map@0.4.1
108223 silly lifecycle convert-source-map@0.4.1~install: no script for install, continuing
108224 silly install source-map@0.1.43 E:\WebstormProject\book-forum-yo\node_modules\.staging\source-map-3983ed52
108225 info lifecycle source-map@0.1.43~install: source-map@0.1.43
108226 silly lifecycle source-map@0.1.43~install: no script for install, continuing
108227 silly install node-sass-middleware@0.3.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\node-sass-middleware-11d7eafe
108228 info lifecycle node-sass-middleware@0.3.1~install: node-sass-middleware@0.3.1
108229 silly lifecycle node-sass-middleware@0.3.1~install: no script for install, continuing
108230 silly install get-stdin@3.0.2 E:\WebstormProject\book-forum-yo\node_modules\.staging\get-stdin-c69d8a91
108231 info lifecycle get-stdin@3.0.2~install: get-stdin@3.0.2
108232 silly lifecycle get-stdin@3.0.2~install: no script for install, continuing
108233 silly install object-assign@1.0.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\object-assign-89d811d4
108234 info lifecycle object-assign@1.0.0~install: object-assign@1.0.0
108235 silly lifecycle object-assign@1.0.0~install: no script for install, continuing
108236 silly install yargs@1.3.3 E:\WebstormProject\book-forum-yo\node_modules\.staging\yargs-612c83f8
108237 info lifecycle yargs@1.3.3~install: yargs@1.3.3
108238 silly lifecycle yargs@1.3.3~install: no script for install, continuing
108239 silly install node-status-codes@1.0.0 E:\WebstormProject\book-forum-yo\node_modules\.staging\node-status-codes-4bce03e7
108240 info lifecycle node-status-codes@1.0.0~install: node-status-codes@1.0.0
108241 silly lifecycle node-status-codes@1.0.0~install: no script for install, continuing
108242 silly install node-useref@0.3.15 E:\WebstormProject\book-forum-yo\node_modules\.staging\node-useref-7067160f
108243 info lifecycle node-useref@0.3.15~install: node-useref@0.3.15
108244 silly lifecycle node-useref@0.3.15~install: no script for install, continuing
108245 silly install node-uuid@1.4.7 E:\WebstormProject\book-forum-yo\node_modules\.staging\node-uuid-de93132e
108246 info lifecycle node-uuid@1.4.7~install: node-uuid@1.4.7
108247 silly lifecycle node-uuid@1.4.7~install: no script for install, continuing
108248 silly install node-watch@0.3.5 E:\WebstormProject\book-forum-yo\node_modules\.staging\node-watch-5f43c4ff
108249 info lifecycle node-watch@0.3.5~install: node-watch@0.3.5
108250 silly lifecycle node-watch@0.3.5~install: no script for install, continuing
108251 silly install normalize-path@2.0.1 E:\WebstormProject\book-forum-yo\node_modules\.staging\normalize-path-f571b6d1
